id,club_name,country,player_name,age,position,club_involved_name,club_involved_country,transfer_movement,transfer_period,year
2158,Najran SC,Saudi Arabia,Mustafa Al-Moelw,26.0,Goalkeeper,Al-Ettifaq,Saudi Arabia,out,Summer,2014
2159,Najran SC,Saudi Arabia,Majed Abumalihah,28.0,Goalkeeper,Al-Orobah FC,Saudi Arabia,out,Summer,2014
2160,Najran SC,Saudi Arabia,Yuseef Khamees,24.0,Left-Back,Al-Nassr,Saudi Arabia,out,Summer,2014
2161,Al-Ahli SFC,Saudi Arabia,Osvaldo,27.0,Right Winger,São Paulo,Brazil,in,Winter,2014
2162,Al-Ahli SFC,Saudi Arabia,Bruno César,26.0,Central Midfield,Palmeiras,Brazil,in,Winter,2014
2163,Al-Ahli SFC,Saudi Arabia,Dani Quintana,27.0,Attacking Midfield,Qarabag FK,Azerbaijan,out,Winter,2014
2164,Al-Ahli SFC,Saudi Arabia,Saeed Al-Mowalad,23.0,Right-Back,Ittihad Club,Saudi Arabia,out,Winter,2014
2165,Al-Ahli SFC,Saudi Arabia,Jairo Palomino,26.0,Defensive Midfield,Atl. Nacional,Paraguay,out,Winter,2014
2166,Al-Ahli SFC,Saudi Arabia,Eric,29.0,Attacking Midfield,Pandurii,Romania,out,Winter,2014
2167,Al-Ahli SFC,Saudi Arabia,Mostapha El Kabir,26.0,Centre-Forward,Genclerbirligi,Turkey,out,Winter,2014
2168,Al-Faisaly FC,Saudi Arabia,Macoumba Kandji,29.0,Centre-Forward,HJK Helsinki,Finland,in,Winter,2014
2169,Al-Faisaly FC,Saudi Arabia,Mohammed Jahfali,24.0,Centre-Back,Al-Hilal,Saudi Arabia,out,Winter,2014
2170,Al-Faisaly FC,Saudi Arabia,Marcelo Nicácio,32.0,Centre-Forward,Boavista,Portugal,out,Winter,2014
2171,Al-Faisaly FC,Saudi Arabia,Sabah Al-Enazi,27.0,Defensive Midfield,Al-Batin,Saudi Arabia,out,Winter,2014
2172,Al-Faisaly FC,Saudi Arabia,Adriano Pardal,27.0,Centre-Forward,Operário-PR,Brazil,out,Winter,2014
2173,Al-Fateh SC,Saudi Arabia,Elías,31.0,Defensive Midfield,CQ Lifan,Italy,in,Winter,2014
2174,Al-Fateh SC,Saudi Arabia,Abdulmuttaleb Al-Treadi,32.0,Defence,Khaleej,Saudi Arabia,in,Winter,2014
2175,Al-Fateh SC,Saudi Arabia,Abdullah Al-Dawsari,24.0,Right-Back,Al-Shabab,Saudi Arabia,in,Winter,2014
2176,Al-Fateh SC,Saudi Arabia,Abdulmuttaleb Al-Traidi,32.0,Right-Back,Khaleej,Saudi Arabia,in,Winter,2014
2177,Al-Fateh SC,Saudi Arabia,Husain Ali Baba,32.0,Centre-Back,Al-Muharraq,Bahrain,in,Winter,2014
2178,Al-Hilal SFC,Saudi Arabia,Mohammed Jahfali,24.0,Centre-Back,Al-Faisaly FC,Saudi Arabia,in,Winter,2014
2179,Al-Hilal SFC,Saudi Arabia,Faisal Darwish,23.0,Right-Back,Al-Raed,Saudi Arabia,in,Winter,2014
2180,Al-Hilal SFC,Saudi Arabia,Georgios Samaras,29.0,Left Winger,West Brom,England,in,Winter,2014
2181,Al-Hilal SFC,Saudi Arabia,Segundo Castillo,32.0,Defensive Midfield,Dorados Sinaloa,Mexico,out,Winter,2014
2182,Al-Hilal SFC,Saudi Arabia,Fahad Al-Shammari,33.0,Goalkeeper,Al-Raed,Saudi Arabia,out,Winter,2014
2183,Al-Hilal SFC,Saudi Arabia,Mihai Pintilii,30.0,Defensive Midfield,Pandurii,Romania,out,Winter,2014
2184,Al-Hilal SFC,Saudi Arabia,Mohammed Al-Waked,23.0,Goalkeeper,Shoalah,Azerbaijan,out,Winter,2014
2185,Ittihad Club,Saudi Arabia,Lukasz Szukala,30.0,Centre-Back,Steaua Bucharest,Romania,in,Winter,2014
2186,Ittihad Club,Saudi Arabia,Lucian Sanmartean,34.0,Central Midfield,Steaua Bucharest,Romania,in,Winter,2014
2187,Ittihad Club,Saudi Arabia,Saeed Al-Mowalad,23.0,Right-Back,Al-Ahli SFC,Saudi Arabia,in,Winter,2014
2188,Ittihad Club,Saudi Arabia,Abdullah Shuhail,30.0,Left-Back,Al-Shabab,Saudi Arabia,in,Winter,2014
2189,Ittihad Club,Saudi Arabia,Abdulrahim Jaizawi,25.0,Left Winger,Al-Nassr,Saudi Arabia,in,Winter,2014
2190,Ittihad Club,Saudi Arabia,Essa Al-Mehyani,31.0,Centre-Forward,Al-Shabab,Saudi Arabia,in,Winter,2014
2191,Ittihad Club,Saudi Arabia,Didier Ya Konan,30.0,Centre-Forward,Hannover 96,Germany,out,Winter,2014
2192,Ittihad Club,Saudi Arabia,Mohammad Al-Dmeiri,27.0,Left-Back,Al-Shamal SC,Qatar,out,Winter,2014
2193,Ittihad Club,Saudi Arabia,Turky Al Khudhair,27.0,Central Midfield,Khaleej,Saudi Arabia,out,Winter,2014
2194,Ittihad Club,Saudi Arabia,Maan Khodary,23.0,Defensive Midfield,Al-Raed,Saudi Arabia,out,Winter,2014
2195,Ittihad Club,Saudi Arabia,Samba Diakité,26.0,Defensive Midfield,QPR,United Arab Emirates,out,Winter,2014
2196,Khaleej FC,Saudi Arabia,Aminou Bouba,23.0,Centre-Back,ES Tunis,Tunisia,in,Winter,2014
2197,Khaleej FC,Saudi Arabia,Ayman Fenteany,20.0,Defensive Midfield,Al-Nassr,Saudi Arabia,in,Winter,2014
2198,Khaleej FC,Saudi Arabia,Salman Hazazi,28.0,Right-Back,Al-Raed,Saudi Arabia,in,Winter,2014
2199,Khaleej FC,Saudi Arabia,Turky Al Khudhair,27.0,Central Midfield,Ittihad Club,Saudi Arabia,in,Winter,2014
2200,Khaleej FC,Saudi Arabia,Abdulmuttaleb Al-Treadi,32.0,Defence,Al-Fateh,Saudi Arabia,out,Winter,2014
2201,Khaleej FC,Saudi Arabia,Abdulmuttaleb Al-Traidi,32.0,Right-Back,Al-Fateh,Saudi Arabia,out,Winter,2014
2202,Khaleej FC,Saudi Arabia,Shareef Adnan,37.0,Left-Back,East Riffa,Bahrain,out,Winter,2014
2203,Al-Nassr FC,Saudi Arabia,Fabián Estoyanoff,32.0,Right Midfield,Peñarol,Uruguay,in,Winter,2014
2204,Al-Nassr FC,Saudi Arabia,Hussein Shae'an,25.0,Goalkeeper,Al-Shabab,Saudi Arabia,in,Winter,2014
2205,Al-Nassr FC,Saudi Arabia,Armando Wila,29.0,Centre-Forward,Uni. Católica,Chile,in,Winter,2014
2206,Al-Nassr FC,Saudi Arabia,Ali Al-Khaibari,24.0,Centre-Back,Al-Orobah FC,Saudi Arabia,in,Winter,2014
2207,Al-Nassr FC,Saudi Arabia,Ryan Al-Buqami,22.0,Attacking Midfield,Najran SC,Saudi Arabia,in,Winter,2014
2208,Al-Nassr FC,Saudi Arabia,Abdulrahim Jaizawi,25.0,Left Winger,Ittihad Club,Saudi Arabia,out,Winter,2014
2209,Al-Nassr FC,Saudi Arabia,Ayman Fenteany,20.0,Defensive Midfield,Khaleej,Saudi Arabia,out,Winter,2014
2210,Al-Nassr FC,Saudi Arabia,Ryan Al-Buqami,22.0,Attacking Midfield,Al-Tai,Saudi Arabia,out,Winter,2014
2211,Al-Nassr FC,Saudi Arabia,Saud Hamoud,25.0,Second Striker,Shoalah,Azerbaijan,out,Winter,2014
2212,Al-Nassr FC,Saudi Arabia,Marquinhos Gabriel,24.0,Attacking Midfield,Santos,Brazil,out,Winter,2014
2213,Al-Nassr FC,Saudi Arabia,Ali Al-Khaibari,24.0,Centre-Back,Al-Sailiya SC,Qatar,out,Winter,2014
2214,Al-Orobah FC,Saudi Arabia,Nizar Issaoui,27.0,Centre-Forward,AS Gabès,Tunisia,in,Winter,2014
2215,Al-Orobah FC,Saudi Arabia,Omar Al-Mazial,22.0,Right-Back,Al-Shabab,Saudi Arabia,in,Winter,2014
2216,Al-Orobah FC,Saudi Arabia,Isaac Osae,21.0,Centre-Forward,Heart of Lions,Ghana,in,Winter,2014
2217,Al-Orobah FC,Saudi Arabia,Khodr Salameh,30.0,Central Midfield,Naft Missan,Iraq,in,Winter,2014
2218,Al-Orobah FC,Saudi Arabia,Moussa Yédan,25.0,Attacking Midfield,Free Agent,Free Agent,in,Winter,2014
2219,Al-Orobah FC,Saudi Arabia,Emmanuel Banahene,26.0,Centre-Forward,Ismaily,Egypt,out,Winter,2014
2220,Al-Orobah FC,Saudi Arabia,Jhasmani Campos,26.0,Attacking Midfield,Bolívar,Bolivia,out,Winter,2014
2221,Al-Orobah FC,Saudi Arabia,Ali Al-Khaibari,24.0,Centre-Back,Al-Nassr,Saudi Arabia,out,Winter,2014
2222,Al-Raed SFC,Saudi Arabia,Fahad Al-Shammari,33.0,Goalkeeper,Al-Hilal,Saudi Arabia,in,Winter,2014
2223,Al-Raed SFC,Saudi Arabia,Hamad Al-Juahaim,27.0,Centre-Forward,Al-Tai,Saudi Arabia,in,Winter,2014
2224,Al-Raed SFC,Saudi Arabia,Amjed Radhi,24.0,Centre-Forward,Erbil SC,Iraq,in,Winter,2014
2225,Al-Raed SFC,Saudi Arabia,Maan Khodary,23.0,Defensive Midfield,Ittihad Club,Saudi Arabia,in,Winter,2014
2226,Al-Raed SFC,Saudi Arabia,Faisal Darwish,23.0,Right-Back,Al-Hilal,Saudi Arabia,out,Winter,2014
2227,Al-Raed SFC,Saudi Arabia,Salman Hazazi,28.0,Right-Back,Khaleej,Saudi Arabia,out,Winter,2014
2228,Al-Raed SFC,Saudi Arabia,N'Diaye Papa Waigo,30.0,Right Winger,Ittihad Kalba,United Arab Emirates,out,Winter,2014
2229,Al-Shabab FC,Saudi Arabia,John Antwi,22.0,Centre-Forward,Ismaily,Egypt,in,Winter,2014
2230,Al-Shabab FC,Saudi Arabia,Mohamed Awal,26.0,Centre-Back,Maritzburg Utd.,South Africa,in,Winter,2014
2231,Al-Shabab FC,Saudi Arabia,Abdulrahman Al-Khaibary,26.0,Defensive Midfield,Shoalah,Azerbaijan,in,Winter,2014
2232,Al-Shabab FC,Saudi Arabia,Ahmed Al-Gizani,23.0,Second Striker,Hajer,Saudi Arabia,in,Winter,2014
2233,Al-Shabab FC,Saudi Arabia,Macnelly Torres,30.0,Attacking Midfield,Junior FC,Colombia,out,Winter,2014
2234,Al-Shabab FC,Saudi Arabia,Abdullah Shuhail,30.0,Left-Back,Ittihad Club,Saudi Arabia,out,Winter,2014
2235,Al-Shabab FC,Saudi Arabia,Omar Al-Mazial,22.0,Right-Back,Al-Orobah FC,Saudi Arabia,out,Winter,2014
2236,Al-Shabab FC,Saudi Arabia,Hussein Shae'an,25.0,Goalkeeper,Al-Nassr,Saudi Arabia,out,Winter,2014
2237,Al-Shabab FC,Saudi Arabia,Abdullah Al-Dawsari,24.0,Right-Back,Al-Fateh,Saudi Arabia,out,Winter,2014
2238,Al-Shabab FC,Saudi Arabia,Essa Al-Mehyani,31.0,Centre-Forward,Ittihad Club,Saudi Arabia,out,Winter,2014
2239,Al-Shabab FC,Saudi Arabia,Chu-young Park,29.0,Centre-Forward,Free Agent,Free Agent,out,Winter,2014
2240,Al-Shabab FC,Saudi Arabia,Mbaye Diagne,23.0,Centre-Forward,Juventus,Romania,out,Winter,2014
2241,Al-Shoalah FC,Saudi Arabia,Sadat Bukari,25.0,Centre-Forward,Astra Giurgiu,Romania,in,Winter,2014
2242,Al-Shoalah FC,Saudi Arabia,Bojan Bozovic,29.0,Centre-Forward,Napredak,Serbia,in,Winter,2014
2243,Al-Shoalah FC,Saudi Arabia,Orestes,33.0,Centre-Back,Al-Shahania SC,Qatar,in,Winter,2014
2244,Al-Shoalah FC,Saudi Arabia,Saud Hamoud,25.0,Second Striker,Al-Nassr,Saudi Arabia,in,Winter,2014
2245,Al-Shoalah FC,Saudi Arabia,Mohsen Al-Qarni,29.0,Midfield,Najran SC,Saudi Arabia,in,Winter,2014
2246,Al-Shoalah FC,Saudi Arabia,Mohammed Al-Waked,23.0,Goalkeeper,Al-Hilal,Saudi Arabia,in,Winter,2014
2247,Al-Shoalah FC,Saudi Arabia,Andrezinho,24.0,Attacking Midfield,JMalucelli,Brazil,out,Winter,2014
2248,Al-Shoalah FC,Saudi Arabia,Ahmed Adams,21.0,Centre-Back,Asante Kotoko,Ghana,out,Winter,2014
2249,Al-Shoalah FC,Saudi Arabia,Abdulrahman Al-Khaibary,26.0,Defensive Midfield,Al-Shabab,Saudi Arabia,out,Winter,2014
2250,Al-Taawoun FC,Saudi Arabia,Hardy Pinto,29.0,Centre-Forward,Retired,Retired,out,Winter,2014
2251,Hajer Club,Saudi Arabia,Arsid Kruja,21.0,Right Midfield,KF Vllaznia,Albania,in,Winter,2014
2252,Hajer Club,Saudi Arabia,Dario Jertec,29.0,Defensive Midfield,DNŠ Zavrč,Croatia,in,Winter,2014
2253,Hajer Club,Saudi Arabia,Jildemar,25.0,Centre-Forward,,,in,Winter,2014
2254,Hajer Club,Saudi Arabia,Mohammed Qasem,24.0,Midfield,Al-Ettifaq,Saudi Arabia,in,Winter,2014
2255,Hajer Club,Saudi Arabia,Radhi Al-Radhi,23.0,Centre-Back,Free Agent,Free Agent,in,Winter,2014
2256,Hajer Club,Saudi Arabia,Aloísio,29.0,Attacking Midfield,Macaé,Brazil,out,Winter,2014
2257,Hajer Club,Saudi Arabia,Ahmed Al-Gizani,23.0,Second Striker,Al-Shabab,Saudi Arabia,out,Winter,2014
2258,Hajer Club,Saudi Arabia,Arsid Kruja,21.0,Right Midfield,Flamurtari FC,Albania,out,Winter,2014
2259,Najran SC,Saudi Arabia,Mohsen Al-Qarni,29.0,Midfield,Shoalah,Azerbaijan,out,Winter,2014
2260,Najran SC,Saudi Arabia,Ryan Al-Buqami,22.0,Attacking Midfield,Al-Nassr,Saudi Arabia,out,Winter,2014
2261,Al-Ahli SFC,Saudi Arabia,Mohamed Abdelshafi,30.0,Left-Back,Zamalek,Egypt,in,Summer,2015
2262,Al-Ahli SFC,Saudi Arabia,Giannis Fetfatzidis,24.0,Right Winger,Genoa,Italy,in,Summer,2015
2263,Al-Ahli SFC,Saudi Arabia,Nabil Bahoui,24.0,Centre-Forward,AIK,Sweden,in,Summer,2015
2264,Al-Ahli SFC,Saudi Arabia,Islam Seraj,26.0,Centre-Forward,Al-Faisaly FC,Saudi Arabia,in,Summer,2015
2265,Al-Ahli SFC,Saudi Arabia,Ali Al-Zubaidi,22.0,Right-Back,Al-Ettifaq,Saudi Arabia,in,Summer,2015
2266,Al-Ahli SFC,Saudi Arabia,Saeed Al-Rubaie,21.0,Centre-Back,Al-Ahli SFC U23,Saudi Arabia,in,Summer,2015
2267,Al-Ahli SFC,Saudi Arabia,Abdullah Al-Mayouf,28.0,Goalkeeper,Free Agent,Free Agent,in,Summer,2015
2268,Al-Ahli SFC,Saudi Arabia,Saleh Al-Shehri,21.0,Centre-Forward,Al-Ahli SFC U23,Saudi Arabia,in,Summer,2015
2269,Al-Ahli SFC,Saudi Arabia,Ismael Al-Maghrabi,23.0,Centre-Forward,Al-Taawoun,Saudi Arabia,in,Summer,2015
2270,Al-Ahli SFC,Saudi Arabia,Sultan Al-Sawadi,22.0,Right Midfield,Al-Taawoun,Saudi Arabia,in,Summer,2015
2271,Al-Ahli SFC,Saudi Arabia,Basem Atallah,25.0,Goalkeeper,Al-Taawoun,Saudi Arabia,in,Summer,2015
2272,Al-Ahli SFC,Saudi Arabia,Samer Salem,22.0,Second Striker,Al-Raed,Saudi Arabia,in,Summer,2015
2273,Al-Ahli SFC,Saudi Arabia,Mohammed Majrashi,24.0,Second Striker,Najran SC,Saudi Arabia,in,Summer,2015
2274,Al-Ahli SFC,Saudi Arabia,Osvaldo,28.0,Right Winger,Fluminense,Brazil,out,Summer,2015
2275,Al-Ahli SFC,Saudi Arabia,Ismael Al-Maghrabi,23.0,Centre-Forward,Al-Shabab,Saudi Arabia,out,Summer,2015
2276,Al-Ahli SFC,Saudi Arabia,Saleh Al-Shehri,21.0,Centre-Forward,Al-Raed,Saudi Arabia,out,Summer,2015
2277,Al-Ahli SFC,Saudi Arabia,Sultan Al-Sawadi,22.0,Right Midfield,Al-Raed,Saudi Arabia,out,Summer,2015
2278,Al-Ahli SFC,Saudi Arabia,Saeed Al-Rubaie,22.0,Centre-Back,Al-Ettifaq,Saudi Arabia,out,Summer,2015
2279,Al-Ahli SFC,Saudi Arabia,Samer Salem,22.0,Second Striker,Khaleej,Saudi Arabia,out,Summer,2015
2280,Al-Ahli SFC,Saudi Arabia,Mohammed Majrashi,24.0,Second Striker,Al-Taawoun,Saudi Arabia,out,Summer,2015
2281,Al-Ahli SFC,Saudi Arabia,Majed Aseri,22.0,Left-Back,Al-Raed U23,Saudi Arabia,out,Summer,2015
2282,Al-Ahli SFC,Saudi Arabia,Ahmad Al-Oufi,23.0,Attacking Midfield,Al-Fateh,Saudi Arabia,out,Summer,2015
2283,Al-Ahli SFC,Saudi Arabia,Abdullah Al-Mohammed,24.0,Defensive Midfield,Al-Faisaly FC,Saudi Arabia,out,Summer,2015
2284,Al-Ahli SFC,Saudi Arabia,Ali Al-Zubaidi,21.0,Right-Back,Al-Ettifaq,Saudi Arabia,out,Summer,2015
2285,Al-Ahli SFC,Saudi Arabia,Bruno César,26.0,Central Midfield,Estoril Praia,Portugal,out,Summer,2015
2286,Al-Ahli SFC,Saudi Arabia,Mootaz Al-Mousa,28.0,Defensive Midfield,Free Agent,Free Agent,out,Summer,2015
2287,Al-Ahli SFC,Saudi Arabia,Mohsen Al-Eisa,29.0,Right Midfield,Free Agent,Free Agent,out,Summer,2015
2288,Al-Ahli SFC,Saudi Arabia,Raed Al-Ghamdi,22.0,Centre-Forward,Al-Ahli SFC U23,Saudi Arabia,out,Summer,2015
2289,Al-Ahli SFC,Saudi Arabia,Abdullah Al-Mayouf,28.0,Goalkeeper,Free Agent,Free Agent,out,Summer,2015
2290,Al-Ahli SFC,Saudi Arabia,Mohamed Abdelshafi,29.0,Left-Back,Zamalek,Egypt,out,Summer,2015
2291,Al-Faisaly FC,Saudi Arabia,Ifeanyi Onyilo,24.0,Centre-Forward,Red Star,Serbia,in,Summer,2015
2292,Al-Faisaly FC,Saudi Arabia,Javier Balboa,30.0,Right Winger,Estoril Praia,Portugal,in,Summer,2015
2293,Al-Faisaly FC,Saudi Arabia,Murad Al-Sudani,25.0,Right-Back,Al-Ansar,Lebanon,in,Summer,2015
2294,Al-Faisaly FC,Saudi Arabia,Mohamed Al-Safri,25.0,Defensive Midfield,Shoalah,Azerbaijan,in,Summer,2015
2295,Al-Faisaly FC,Saudi Arabia,Hadi Yahya,25.0,Centre-Back,Al-Raed,Saudi Arabia,in,Summer,2015
2296,Al-Faisaly FC,Saudi Arabia,Abdullah Al-Mohammed,24.0,Defensive Midfield,Al-Ahli SFC,Saudi Arabia,in,Summer,2015
2297,Al-Faisaly FC,Saudi Arabia,Sultan Al-Ghannam,21.0,Right-Back,Zulfi FC,Venezuela,in,Summer,2015
2298,Al-Faisaly FC,Saudi Arabia,Jehad Al-Zuwed,26.0,Attacking Midfield,Al-Fayha,Saudi Arabia,in,Summer,2015
2299,Al-Faisaly FC,Saudi Arabia,Murad Al-Sudany,25.0,Right Midfield,Al-Ansar,Lebanon,in,Summer,2015
2300,Al-Faisaly FC,Saudi Arabia,Fernando Gabriel,27.0,Attacking Midfield,Persepolis,IR Iran,in,Summer,2015
2301,Al-Faisaly FC,Saudi Arabia,Fawaz Fallatah,26.0,Centre-Back,Al-Orobah FC,Saudi Arabia,in,Summer,2015
2302,Al-Faisaly FC,Saudi Arabia,Suliman Sofyani,24.0,Goalkeeper,,,in,Summer,2015
2303,Al-Faisaly FC,Saudi Arabia,Fahad Al-Rashidi,24.0,Central Midfield,Al-Orobah FC,Saudi Arabia,in,Summer,2015
2304,Al-Faisaly FC,Saudi Arabia,Ali Al-Shoula,26.0,Centre-Forward,Khaleej,Saudi Arabia,in,Summer,2015
2305,Al-Faisaly FC,Saudi Arabia,Fahad Al-Munaif,25.0,Centre-Forward,Shoalah,Azerbaijan,in,Summer,2015
2306,Al-Faisaly FC,Saudi Arabia,Sadat Ouro-Akoriko,27.0,Centre-Back,AmaZulu FC,South Africa,in,Summer,2015
2307,Al-Faisaly FC,Saudi Arabia,Hamza Al-Dardour,24.0,Centre-Forward,Khaleej,Saudi Arabia,in,Summer,2015
2308,Al-Faisaly FC,Saudi Arabia,Abel Camará,25.0,Centre-Forward,Belenenses,Portugal,in,Summer,2015
2309,Al-Faisaly FC,Saudi Arabia,Hamad Al-Jayzani,22.0,Left-Back,Al-Shabab,Saudi Arabia,in,Summer,2015
2310,Al-Faisaly FC,Saudi Arabia,Abdulah Awaji,21.0,Left Midfield,Al-Faisaly U23,Saudi Arabia,in,Summer,2015
2311,Al-Faisaly FC,Saudi Arabia,Zead Al-Mutari,21.0,Right Midfield,Al-Faisaly U23,Saudi Arabia,in,Summer,2015
2312,Al-Faisaly FC,Saudi Arabia,Fahad Muneef,21.0,Right-Back,Al-Faisaly U23,Saudi Arabia,in,Summer,2015
2313,Al-Faisaly FC,Saudi Arabia,Sabah Al-Enazi,28.0,Defensive Midfield,Al-Batin,Saudi Arabia,in,Summer,2015
2314,Al-Faisaly FC,Saudi Arabia,Khalil Bani Attiah,24.0,Central Midfield,Al-Riffa SC,Bahrain,out,Summer,2015
2315,Al-Faisaly FC,Saudi Arabia,Yaseen Barnawi,21.0,Right-Back,Al-Nassr,Saudi Arabia,out,Summer,2015
2316,Al-Faisaly FC,Saudi Arabia,Abdulelah Al-Amer,25.0,Left-Back,Al-Qadsiah FC,Saudi Arabia,out,Summer,2015
2317,Al-Faisaly FC,Saudi Arabia,Ashraf Nu'man,28.0,Left Winger,Al-Wehdat SC,Saudi Arabia,out,Summer,2015
2318,Al-Faisaly FC,Saudi Arabia,Islam Seraj,26.0,Centre-Forward,Al-Ahli SFC,Saudi Arabia,out,Summer,2015
2319,Al-Faisaly FC,Saudi Arabia,Macoumba Kandji,30.0,Centre-Forward,HJK Helsinki,Finland,out,Summer,2015
2320,Al-Faisaly FC,Saudi Arabia,Abdulelah Al-Fahad,23.0,Central Midfield,Al-Fayha,Saudi Arabia,out,Summer,2015
2321,Al-Faisaly FC,Saudi Arabia,Rabi Al-Mousa,30.0,Right-Back,Najran SC,Saudi Arabia,out,Summer,2015
2322,Al-Faisaly FC,Saudi Arabia,Abdullah Dawsh,27.0,Centre-Back,Al-Qadsiah FC,Saudi Arabia,out,Summer,2015
2323,Al-Faisaly FC,Saudi Arabia,Ali Al Kudaisi,26.0,Midfield,,,out,Summer,2015
2324,Al-Faisaly FC,Saudi Arabia,Majed Abdalwahed,29.0,Midfield,,,out,Summer,2015
2325,Al-Faisaly FC,Saudi Arabia,Abdulrahman Al-Asfoor,0.0,Right-Back,,,out,Summer,2015
2326,Al-Faisaly FC,Saudi Arabia,Mohanad Al-Saad,26.0,Centre-Forward,,,out,Summer,2015
2327,Al-Faisaly FC,Saudi Arabia,Mohamad Al Qarni,32.0,Midfield,,,out,Summer,2015
2328,Al-Faisaly FC,Saudi Arabia,Abdulaziz Saran,31.0,Centre-Forward,,,out,Summer,2015
2329,Al-Faisaly FC,Saudi Arabia,Majed Abu Yabis,30.0,Midfield,,,out,Summer,2015
2330,Al-Faisaly FC,Saudi Arabia,Arnauld Anasse,27.0,Centre-Back,,,out,Summer,2015
2331,Al-Faisaly FC,Saudi Arabia,Yahia Dubaibany,22.0,Midfield,,,out,Summer,2015
2332,Al-Faisaly FC,Saudi Arabia,Awad Al-Anazi,26.0,Attacking Midfield,,,out,Summer,2015
2333,Al-Faisaly FC,Saudi Arabia,Mishari Al-Thmali,23.0,Right Midfield,Al-Shabab,Saudi Arabia,out,Summer,2015
2334,Al-Faisaly FC,Saudi Arabia,Fahad Addawi,33.0,Defence,,,out,Summer,2015
2335,Al-Faisaly FC,Saudi Arabia,Alaa Al-Rishani,27.0,Defensive Midfield,Khaleej,Saudi Arabia,out,Summer,2015
2336,Al-Faisaly FC,Saudi Arabia,André Ndamé Ndamé,27.0,Defensive Midfield,Free Agent,Free Agent,out,Summer,2015
2337,Al-Faisaly FC,Saudi Arabia,Ali Hasen,23.0,Goalkeeper,Free Agent,Free Agent,out,Summer,2015
2338,Al-Faisaly FC,Saudi Arabia,Mahmoud Al-Mawas,22.0,Right Winger,Al-Arabi SC,Qatar,out,Summer,2015
2339,Al-Faisaly FC,Saudi Arabia,Yahiya Aseri,0.0,Midfield,,,out,Summer,2015
2340,Al-Fateh SC,Saudi Arabia,Majed Hazazi,27.0,Right-Back,Al-Taawoun,Saudi Arabia,in,Summer,2015
2341,Al-Fateh SC,Saudi Arabia,Marko Stanojevic,27.0,Central Midfield,FC Sheriff,Moldova,in,Summer,2015
2342,Al-Fateh SC,Saudi Arabia,Riad Sharahili,22.0,Defensive Midfield,Al-Nassr,Saudi Arabia,in,Summer,2015
2343,Al-Fateh SC,Saudi Arabia,Josimar,27.0,Centre-Forward,Náutico,Brazil,in,Summer,2015
2344,Al-Fateh SC,Saudi Arabia,Hamad Al-Juahaim,27.0,Centre-Forward,Al-Tai,Saudi Arabia,in,Summer,2015
2345,Al-Fateh SC,Saudi Arabia,Ahmad Al-Oufi,23.0,Attacking Midfield,Al-Ahli SFC,Saudi Arabia,in,Summer,2015
2346,Al-Fateh SC,Saudi Arabia,Ahmed Mubarak,30.0,Right Midfield,Khaleej,Saudi Arabia,in,Summer,2015
2347,Al-Fateh SC,Saudi Arabia,Patrick Gbala,22.0,Defensive Midfield,US Monastir,France,in,Summer,2015
2348,Al-Fateh SC,Saudi Arabia,Salam Shaker Ali Dad,28.0,Centre-Back,Al-Shorta SC,Iraq,in,Summer,2015
2349,Al-Fateh SC,Saudi Arabia,Hassan Al-Khalif,19.0,Left-Back,Al-Fateh U23,Saudi Arabia,in,Summer,2015
2350,Al-Fateh SC,Saudi Arabia,Sadiq Al-Ahmed,21.0,Centre-Back,Al-Fateh U23,Saudi Arabia,in,Summer,2015
2351,Al-Fateh SC,Saudi Arabia,Ahmed Abuanza,17.0,Right Midfield,Al-Fateh U23,Saudi Arabia,in,Summer,2015
2352,Al-Fateh SC,Saudi Arabia,Abdullah Doshi,21.0,Right Midfield,Al-Fateh U23,Saudi Arabia,in,Summer,2015
2353,Al-Fateh SC,Saudi Arabia,Ali Al-Boleahi,25.0,Centre-Back,Al-Fateh U23,Saudi Arabia,in,Summer,2015
2354,Al-Fateh SC,Saudi Arabia,Ahmed Abdu,18.0,Centre-Forward,Al-Fateh U23,Saudi Arabia,in,Summer,2015
2355,Al-Fateh SC,Saudi Arabia,Mishal Al-Saeed,31.0,Left-Back,Al-Wehda,Saudi Arabia,out,Summer,2015
2356,Al-Fateh SC,Saudi Arabia,Shafi Al-Dossari,25.0,Left-Back,,,out,Summer,2015
2357,Al-Fateh SC,Saudi Arabia,Elías,31.0,Defensive Midfield,Dibba Fujairah,United Arab Emirates,out,Summer,2015
2358,Al-Fateh SC,Saudi Arabia,Abraham Kudemor,30.0,Defensive Midfield,,,out,Summer,2015
2359,Al-Fateh SC,Saudi Arabia,Ahmad Deeb,28.0,Centre-Back,Al-Salmiya SC,Qatar,out,Summer,2015
2360,Al-Fateh SC,Saudi Arabia,Husain Ali Baba,33.0,Centre-Back,Al-Muharraq,Bahrain,out,Summer,2015
2361,Al-Fateh SC,Saudi Arabia,Abdullah Al-Obaid,22.0,Left-Back,,,out,Summer,2015
2362,Al-Fateh SC,Saudi Arabia,Mubarak Al-Sultan,21.0,Midfield,,,out,Summer,2015
2363,Al-Fateh SC,Saudi Arabia,Mohammed Al-Gomaish,25.0,Goalkeeper,,,out,Summer,2015
2364,Al-Fateh SC,Saudi Arabia,Faisal Al-Jamaan,29.0,Centre-Forward,Al-Ettifaq,Saudi Arabia,out,Summer,2015
